taxon,cellDiameter,pH,temp,cellLength,genomeLength,gcContent,codingSequenceLength
Pontibacillus_marinus,-0.09238809,0.270801945,-0.401224718,0.551061774,0.4209042,-1.092951288,0.71929354
Pontibacter_roseus_DSM_17521,-1.00607397,0.743308954,-0.401224718,-0.347804838,0.59974707,0.047384874,0.579958337
Ponticaulis_koreensis_DSM_19734,3.548860287,0.834258168,-0.047625152,0.975783708,-0.175498843,0.214509453,0.052912354
Porphyrobacter_cryptus_DSM_12079,0.298372161,0.510866646,1.235666075,-0.424446068,-0.541055493,1.306419139,-0.495230324
Porphyromonas_gulae_DSM_15663,0.047077034,NaN,NaN,-0.014389013,-1.174825055,-0.277258506,-1.543192729
Porphyromonas_levii,0.176915959,NaN,0.183006892,0.488359857,-0.958262772,-0.507530255,-1.333667839
Porphyromonas_macacae_DSM_20710,-0.586136113,NaN,NaN,-1.050073163,-1.29063794,-0.675640182,-1.677864763
Prevotella_aurantiaca,-0.09238809,NaN,NaN,-0.681220664,-0.499373358,-1.05959812,-1.169037215
Prevotella_falsenii,-0.09238809,NaN,NaN,-0.681220664,-0.680434192,-0.643496352,-1.33794142
Prevotella_loescheii,-0.586136113,NaN,NaN,-1.174659994,-0.094038494,-0.435892372,-0.599419687
Prevotella_maculosa,0.047077034,NaN,NaN,-0.347804838,-0.242220054,-0.372363483,-0.642839729
Prevotella_micans,0.047077034,NaN,NaN,-0.777652598,-1.052686363,-0.523478483,-2.174964202
Prevotella_micans_DSM_21469,0.047077034,NaN,NaN,-0.777652598,-1.052686363,-0.523478483,-2.174964202
Prevotella_nanceiensis,-0.784415959,NaN,0.27080423,-1.813336747,-0.823722128,-1.101309652,-1.427702343
Prevotella_oris,-0.09238809,NaN,0.27080423,-0.590636785,-0.434509243,-0.659560172,-1.476636072
Prevotella_paludivivens,0.176915959,-1.122838159,-0.401224718,-0.590636785,-0.133437457,-1.193812377,-0.611600676
Prevotella_pleuritidis,0.298372161,NaN,NaN,0.232918752,-0.765649911,-0.563400882,-1.190636014
Propionibacterium_acidifaciens_DSM_21887,0.176915959,NaN,NaN,0.04421365,-0.463477962,1.566418463,-0.855741192
Propionicicella_superfundia_DSM_22317,-0.586136113,-0.776884781,-0.401224718,-0.547324292,-0.009910096,1.509572947,-0.049469693
Propionimicrobium_lymphophilum,-0.09238809,NaN,NaN,-0.547324292,-1.509688181,0.31861302,-1.708480706
Propionimicrobium_lymphophilum_DSM_4903,-0.09238809,NaN,NaN,-0.547324292,-1.509688181,0.31861302,-1.708480706
Propionispira_arboris,0.718310018,-1.064032077,-0.144735685,1.524044007,NaN,NaN,NaN
Propionispora_vibrioides,-0.2430219,-0.500575854,0.27080423,0.72477443,NaN,NaN,NaN
Proteiniborus_ethanoligenes,-0.406770173,0.924091409,0.27080423,0.04421365,NaN,NaN,NaN
Proteiniphilum_acetatigenes,0.176915959,0.604730981,0.27080423,-0.31090972,0.708247335,-0.715914715,0.36150519
Proteocatella_sphenisci,0.176915959,0.924091409,-0.509858929,0.687879311,-1.069542433,-1.261778533,-1.080300034
Pseudoalteromonas_denitrificans,-0.2430219,NaN,NaN,0.258031552,NaN,NaN,NaN
Pseudobutyrivibrio_ruminis,-1.00607397,NaN,NaN,-0.347804838,-0.67649061,-1.05959812,-0.763078341
Pseudoclavibacter_soli_DSM_23366,-1.890582241,-0.776884781,-0.401224718,-2.752588963,-1.28065288,0.997467933,-1.410111032
Pseudoduganella_violaceinigra,-0.586136113,-0.028068845,-0.509858929,-1.540916183,1.348540104,0.886314969,1.572684008
Pseudogulbenkiania_sp_MAI_1,-1.00607397,-0.234316782,-0.401224718,-1.111068423,0.454748207,1.006090522,0.56150578
Pseudomonas_caeni_DSM_24390,-0.406770173,0.743308954,-0.401224718,-0.777652598,-0.481978817,-0.301018464,-0.46764495
Pseudomonas_chlororaphis_subsp_chlororaphis_GP72,-1.547468028,0.022597916,NaN,-1.383488988,1.746982857,0.852445675,1.941596909
Pseudomonas_sp_FGI182,0.176915959,-0.234316782,-1.700498036,0.488359857,1.379438684,0.643834445,1.51836553
Pseudomonas_taeanensis_MS_3,0.52003017,0.022597916,-0.401224718,-0.239745014,1.053463417,0.710055267,1.122568367
Pseudomonas_thermotolerans,-0.406770173,0.743308954,1.037392392,-1.050073163,0.08044666,1.21652981,0.148389036
Pseudorhodobacter_ferrugineus_DSM_5888,0.897675957,NaN,NaN,-0.014389013,-0.152741408,0.512686845,0.01561191
Pseudosphingobacterium_domesticum,-0.406770173,-0.500575854,NaN,-0.935079793,NaN,NaN,NaN
Psychroflexus_tropicus_DSM_15496,-2.174418547,NaN,NaN,-0.171816208,-0.499685191,-1.253248971,-0.508051089
Psychromonas_arctica_DSM_14288,1.061424231,0.879312568,-1.700498036,-0.385634108,0.691431718,-1.151635146,0.524994533
Psychroserpens_burtonensis_DSM_12212,-0.406770173,NaN,-3.616208288,0.687879311,0.231457022,-1.531631316,0.135553137
Pyramidobacter_piscolens_W5455,0.176915959,NaN,NaN,-0.777652598,-0.91163643,0.619118529,-1.004345462
Rathayibacter_toxicus_DSM_7488,-0.021363889,NaN,-0.859777389,-0.777652598,-1.140640223,0.760038037,-1.288470619
Rheinheimera_baltica_DSM_14885,0.718310018,NaN,-1.32307381,-0.590636785,0.465988129,-0.467706877,0.495602368
Rheinheimera_perlucida_DSM_18276,0.52003017,0.604730981,-0.985456332,-0.635242378,0.247084667,-0.277258506,0.31108957
Rheinheimera_texasensis,0.176915959,0.788924782,-0.047625152,-0.464293133,0.602560704,-0.016049528,0.568162235
Rhodobacter_sphaeroides_WS8N,1.013778193,NaN,-0.401224718,-0.097334793,0.585889836,1.347142909,0.819231104
Rhodococcus_rhodochrous,1.061424231,0.172527745,-0.401224718,-0.505232033,0.966160889,1.342781403,1.070853932
Rhodoferax_antarcticus,0.047077034,-0.234316782,-2.316934969,-0.014389013,0.282604596,0.542955177,0.381270947
Rhodonellum_psychrophilum,0.412462726,1.686535326,-2.622347128,-0.424446068,0.925890193,-0.821181963,0.835445267
Rhodopila_globiformis,1.716908854,-2.996607672,-0.194417334,NaN,NaN,NaN,NaN
Robiginitomaculum_antarcticum_DSM_21748,0.047077034,0.270801945,-1.700498036,0.207376654,-0.709165541,0.031517245,-0.643961658
Roseburia_hominis_A2_183,-0.586136113,NaN,NaN,0.377629475,-0.032857377,-0.28517752,-0.025799153
Roseibacterium_elongatum,NaN,0.510866646,-0.56558907,1.243060804,-0.059787718,1.119208614,-0.108572385
Roseomonas_aerilata,1.28308224,-0.234316782,-0.401224718,NaN,1.480512827,1.481394582,1.611090201
Roseomonas_stagni,-0.586136113,1.187161058,-0.401224718,-1.383488988,1.462649544,1.575957964,1.677856649
Roseovarius_mucosus,2.158857699,0.557949241,-0.296152938,-2.146752573,0.483650787,0.705827915,0.705939286
Ruania_albidiflava_DSM_18029,-0.09238809,1.60563596,-0.622305635,NaN,0.358107481,1.509572947,0.350377229
Rubellimicrobium_aerolatum,0.298372161,-0.776884781,-0.401224718,0.04421365,NaN,NaN,NaN
Rubellimicrobium_mesophilum_DSM_19309,-0.406770173,1.60563596,-0.622305635,-0.014389013,0.786086866,1.481394582,0.70945953
Rubellimicrobium_thermophilum_DSM_16684,0.047077034,NaN,1.138062522,0.258031552,-0.363559091,1.425505574,-0.766588077
Rubritepida_flocculans,0.621780246,NaN,1.235666075,-0.728658819,0.136676639,1.841327668,0.348784029
Rudaea_cellulosilytica_DSM_22992,-0.586136113,-0.776884781,-0.509858929,-0.347804838,0.461125654,0.945954331,0.357535821
Runella_defluvii,0.047077034,0.510866646,-0.144735685,0.72477443,NaN,NaN,NaN
Runella_limosa_DSM_17973,0.298372161,NaN,-0.680044173,1.524044007,1.900728096,-0.619429774,1.804536727
Saccharospirillum_impatiens,0.151654935,0.270801945,-1.050193932,1.524044007,0.689924534,0.262483281,0.702414763
Salinarimonas_rosea_DSM_21201,0.047077034,0.270801945,-0.509858929,-0.963009137,0.951607082,1.682190064,1.11217653
Salinicoccus_carnicancri_Crm,NaN,0.270801945,-0.047625152,-0.777652598,-0.805223556,-0.332713807,-0.58399025
Salinicoccus_luteus,0.52003017,1.60563596,-0.401224718,NaN,-0.918832244,-0.229760838,-0.73515236
Salinimicrobium_terrae,0.298372161,NaN,-0.622305635,0.258031552,-0.067391083,-0.935588181,-0.12635294
Salinimicrobium_xinjiangense_DSM_19287,0.298372161,0.270801945,-0.047625152,-0.505232033,0.089032977,-0.861907254,0.057321089
Salinimonas_chungwhensis,0.52003017,NaN,-0.144735685,-0.935079793,0.237329216,-0.404112625,0.254847709
Salipiger_mucosus_DSM_16094,1.631995897,0.743308954,NaN,-0.658054674,1.162926671,1.252316439,1.408789397
Salsuginibacillus_kocurii,0.176915959,0.651215689,0.27080423,0.377629475,0.135089155,-0.707851012,0.256493354
Sandarakinorhabdus_limnophila_DSM_17366,-1.485760273,NaN,NaN,-1.716904813,-0.859655947,1.01472395,-0.791275893
Sciscionella_marina_DSM_45152,NaN,-0.234316782,-0.622305635,0.258031552,2.217985899,1.306419139,2.527353552
Sedimentibacter_hydroxybenzoicus,-0.389739124,0.788924782,-0.047625152,0.611238082,NaN,NaN,NaN
Sedimenticola_selenatireducens,-0.586136113,NaN,NaN,-0.777652598,0.603745376,0.358823692,0.728395354
Sedimenticola_selenatireducens_DSM_17993,-0.586136113,NaN,NaN,-0.777652598,0.603745376,0.358823692,0.728395354
Sediminimonas_qiaohouensis_DSM_21189,-0.891983405,0.510866646,-0.509858929,-0.014389013,-0.059882807,0.954514013,0.058202033
Segetibacter_koreensis_DSM_18137,0.981330527,-0.234316782,-1.32307381,-0.505232033,1.347493016,-1.185358926,1.208538471
Segniliparus_rotundus,-1.00607397,NaN,-0.095812563,-1.174659994,-0.368174993,1.21652981,-0.223716196
Selenomonas_bovis,0.718310018,-1.064032077,0.439495929,1.021295136,-0.786072179,0.561679202,-0.844896956
Serinicoccus_marinus_DSM_15273,0.047077034,1.187161058,0.09273607,NaN,-0.178467627,1.721438347,-0.143298852
Serratia_plymuthica_AS9,-0.2430219,NaN,-0.985456332,-0.777652598,1.028974916,0.317641189,1.154125923
Shewanella_amazonensis_SB2B,-0.406770173,NaN,0.27080423,-0.014389013,0.438578819,0.118881768,0.384421002
Shewanella_colwelliana,0.718310018,NaN,NaN,2.129880397,0.596418971,-0.531456906,0.519740905
Shewanella_haliotis,-0.2430219,-0.234316782,0.27080423,0.330932663,0.790352214,0.063259381,0.154359735
Shewanella_pealeana,-0.586136113,-0.234316782,-0.680044173,-0.014389013,0.916299755,-0.58739254,0.819908506
Silanimonas_lenta_DSM_16282,-1.00607397,0.743308954,1.037392392,-0.9914705,-0.826736195,1.614308507,-0.921672357
Simiduia_agarivorans,-0.586136113,1.187161058,-0.144735685,0.488359857,0.435007538,0.29453492,0.445943495
Simplicispira_psychrophila,0.298372161,0.022597916,-1.700498036,1.676125305,-0.026603209,0.760038037,-0.002320275
Slackia_heliotrinireducens,-0.784415959,NaN,0.520624371,-1.383488988,-0.361997628,0.652086873,-0.494164479
Solimonas_flava,-0.784415959,-0.776884781,-0.680044173,0.04421365,0.529984453,1.407010081,0.539206577
Solimonas_soli_DSM_21787,-1.547468028,0.743308954,-0.401224718,-2.752588963,0.365310019,1.370213375,0.393066049
Sphaerochaeta_pleomorpha,1.481362087,-0.234316782,-1.32307381,NaN,-0.033776886,-0.467706877,-0.031244458
Sphingobacterium_mizutaii,-1.547468028,NaN,NaN,-0.828307496,0.626775774,-0.993259582,0.565205696
Sphingomonas_astaxanthinifaciens,-1.00607397,0.968598035,0.520624371,-1.916424267,-0.941217381,1.361053849,-0.781846207
Sphingomonas_jaspsi,-0.784415959,0.270801945,0.183006892,-1.626320934,-0.925884736,1.032023734,-0.691479015
Sphingomonas_sanxanigenens,0.176915959,-1.064032077,-0.509858929,-0.547324292,1.541214091,1.205373391,1.774965771
Sphingopyxis_baekryungensis_DSM_16222,0.298372161,0.270801945,-0.680044173,-0.347804838,-0.442793093,0.835565961,-0.390539337
Spirillum_winogradskyi,1.926226375,0.270801945,-0.622305635,3.97092039,NaN,NaN,NaN
Spirochaeta_bajacaliforniensis_DSM_16054,-1.890582241,0.270801945,0.183006892,3.698499826,NaN,NaN,NaN
Spirochaeta_cellobiosiphila,-1.257369095,-0.776884781,0.27080423,2.199389506,0.214004051,-1.21922822,0.318345694
Spirosoma_luteum_DSM_19990,0.718310018,0.270801945,-0.985456332,1.524044007,1.554332114,-0.111066547,1.47438221
Spirosoma_spitsbergense_DSM_19989,0.718310018,0.270801945,-0.985456332,1.524044007,1.897976956,-0.134806546,1.881166491
Spongiibacter_tropicus_DSM_19543,-0.784415959,0.743308954,-0.144735685,-0.828307496,0.212351106,0.41530237,0.349580739
Spongiispira_norvegica,-1.257369095,0.270801945,-0.985456332,0.488359857,NaN,NaN,NaN
Sporobacterium_olearium,-0.2430219,0.270801945,0.398148228,1.627131527,NaN,NaN,NaN
Sporolactobacillus_vineae,-0.586136113,-0.776884781,0.27080423,-0.014389013,-0.623379727,-0.206019701,-0.506980525
Sporomusa_acidovorans,0.412462726,-0.833420332,0.09273607,1.021295136,NaN,NaN,NaN
Sporomusa_malonica,0.047077034,0.022597916,-0.401224718,0.571391017,NaN,NaN,NaN
Sporomusa_ovata,0.412462726,-1.064032077,0.227206248,0.258031552,1.019303918,-0.69979178,1.179366344
Sporomusa_ovata_DSM_2662,0.412462726,-1.064032077,0.227206248,0.258031552,1.019303918,-0.69979178,1.179366344
Sporomusa_silvacetica,0.047077034,-0.446543747,-0.401224718,0.488359857,NaN,NaN,NaN
Sporotomaculum_hydroxybenzoicum,0.047077034,0.221829732,-0.401224718,-0.014389013,NaN,NaN,NaN
Stanieria_cyanosphaera_PCC_7437,7.119084464,NaN,NaN,0.488359857,1.096077092,-1.281631245,1.126227201
Stappia_stellulata_DSM_5886,0.298372161,NaN,NaN,0.258031552,0.623302132,1.032023734,0.706643678
Stenoxybacter_acetivorans,-0.586136113,NaN,-0.401224718,1.021295136,-0.863797884,-0.515502953,-1.013253688
Streptobacillus_moniliformis,-0.586136113,NaN,0.27080423,0.258031552,-2.019388894,-2.208267576,-2.347425177
Streptococcus_sp_I_G2,1.481362087,1.187161058,-0.047625152,NaN,-1.52511385,-0.796813165,-1.63174965
Streptococcus_sp_I_P16,1.481362087,1.187161058,-0.047625152,NaN,-1.52511385,-0.796813165,-1.63174965
Succiniclasticum_ruminis,-1.00607397,NaN,NaN,-0.505232033,NaN,NaN,NaN
Succinispira_mobilis_DSM_6222,-0.586136113,NaN,NaN,1.293715701,-1.447063352,-1.287427264,-1.549319779
Sulfolobus_solfataricus_98_2,1.351523164,-5.85163543,2.936012454,NaN,-0.471931898,-1.321769331,-0.265761744
Sulfurihydrogenibium_subterraneum,-1.00607397,0.367774451,2.076386725,-0.347804838,-2.11934464,-1.630279093,-1.958720138
Sulfurimonas_autotrophica,0.176915959,-0.500575854,-1.050193932,-0.347804838,-1.363668121,-1.373603548,-1.190636014
Sulfurospirillum_arcachonense,-1.547468028,-0.079088684,-0.859777389,-0.547324292,-0.817577197,-1.8049502,-0.647330051
Sulfurospirillum_deleyianum,-1.00607397,NaN,NaN,-0.347804838,-1.184997379,-1.051279474,-1.035002577
Synechococcus_sp_CC9311,0.718310018,NaN,NaN,-0.777652598,-1.2669101,0.166647066,-0.935288551
Synechococcus_sp_WH_7803,0.718310018,NaN,NaN,-0.347804838,-1.2669101,0.166647066,-0.935288551
Synergistes_jonesii,0.047077034,NaN,0.439495929,-0.777652598,-0.735807353,0.334684867,-0.752574556
Syntrophaceticus_schinkii,0.176915959,-0.234316782,0.27080423,0.488359857,-0.360453524,-0.435892372,-0.478223673
Syntrophobacter_fumaroxidans_MPOB,1.28308224,-0.234316782,0.27080423,-0.239745014,0.821980542,0.627350353,0.718592216
Syntrophomonas_erecta,0.047077034,NaN,NaN,1.021295136,NaN,NaN,NaN
Tenacibaculum_ovolyticum_DSM_18103,-1.00607397,0.221829732,NaN,2.199389506,0.326487355,-1.880309298,0.281066597
Thalassobacter_arenae_DSM_19593,0.621780246,0.270801945,-0.401224718,-0.505232033,NaN,NaN,NaN
Thauera_aminoaromatica,-0.586136113,-0.028068845,-0.401224718,-0.828307496,0.423170984,1.388579728,0.339206396
Thermacetogenium_phaeum,-0.406770173,-0.446543747,1.711263481,1.586745922,-0.554618594,0.142753172,-0.439273682
Thermacetogenium_phaeum_DSM_12270,-0.406770173,-0.446543747,1.711263481,1.586745922,-0.554618594,0.142753172,-0.439273682
Thermaerobacter_subterraneus,-1.547468028,1.187161058,2.31385848,1.293715701,-0.599524497,1.701771375,-0.97904316
Thermanaeromonas_toyohensis,-0.2430219,-0.776884781,2.31385848,0.04421365,-0.226669001,-0.206019701,0.024536588
Thermanaerovibrio_acidaminovorans,-0.406770173,NaN,1.541078233,0.128021207,-1.760468613,0.954514013,-1.807341147
Thermanaerovibrio_velox,-0.406770173,NaN,1.950707783,0.128021207,-1.71532651,0.537156329,-1.90622096
Thermoanaerobacter_kivui,0.047077034,-0.776884781,1.819897689,0.944653907,-1.083861075,-1.39097054,-1.146263419
Thermobacillus_composti,-0.2430219,0.604730981,1.235666075,0.488359857,0.468233876,0.647505912,0.496359744
Thermobaculum_terrenum,1.138247874,-0.234316782,2.681093822,-0.014389013,-0.414664584,0.114086173,-0.384376476
Thermocrinis_albus,-0.406770173,NaN,2.74174678,-0.347804838,-2.302652256,-0.412054531,-2.070327192
Thermodesulfatator_indicus,-0.784415959,-1.064032077,2.31385848,-1.540916183,-1.167165853,-0.772491707,-1.076389547
Thermosphaera_aggregans,0.298372161,-0.776884781,2.936012454,-1.716904813,-2.642791274,-0.427944338,-2.488090791
Thermosulfidibacter_takaii,-0.2430219,-1.064032077,2.31385848,-0.828307496,-1.805592252,-0.723982955,-1.669861374
Thermovirga_lienii,-0.2430219,-0.500575854,1.711263481,-0.014389013,-1.55604739,-0.395918582,-1.566236231
Thermus_igniterrae,-0.09238809,0.743308954,2.076386725,NaN,-1.277227893,1.397786833,-1.073785483
Thioalkalimicrobium_cyclicum,-0.09238809,NaN,NaN,-2.952108416,NaN,NaN,NaN
Thioalkalivibrio_thiocyanodenitrificans_ARhD_1,-0.2430219,2.229103325,NaN,0.377629475,0.076666899,1.040690297,0.194133418
Thiobacillus_denitrificans_DSM_12475,-0.586136113,-0.130466565,-0.401224718,-0.347804838,-0.580627026,1.154418895,-0.441365764
Thiobacillus_thioparus_DSM_505,-1.00607397,NaN,NaN,-0.10684178,-0.332197962,0.827139517,-0.143298852
Thiorhodococcus_drewsii_AZ1,NaN,-0.66510677,-0.144735685,0.128021207,1.086304606,0.827139517,0.949714734
Thiorhodospira_sibirica,3.075907149,1.60563596,-0.680044173,2.505388481,-0.34249282,0.366878529,-0.611600676
Thiothrix_disciformis_DSM_14473,2.114575234,0.221829732,-0.680044173,-0.547324292,0.19689706,-0.555410213,0.365469135
Thiothrix_flexilis_DSM_14609,2.442694005,0.221829732,-0.985456332,0.258031552,0.104954177,-0.611415081,0.147535076
Treponema_pallidum_subsp_pallidum_SS14,-2.981753082,NaN,NaN,2.448997774,-3.01910635,0.055321235,-3.515056352
Treponema_parvum,-0.09238809,NaN,NaN,2.75924761,NaN,NaN,NaN
Treponema_saccharophilum,-0.09238809,NaN,NaN,2.75924761,-0.134890081,0.087085162,-0.373111803
Trichodesmium_erythraeum_IMS101,4.090254346,NaN,NaN,2.199389506,1.966695745,-1.469702092,0.995976081
Tsukamurella_paurometabola,-0.09238809,NaN,NaN,0.258031552,0.54133988,1.35982766,0.760374283
Uliginosibacterium_gangwonense,0.298372161,-0.776884781,-0.680044173,1.021295136,0.838322259,0.358823692,0.943230774
Variovorax_boronicumulans,-0.2430219,-0.234316782,-0.401224718,-0.777652598,1.752719579,1.324570191,1.911074256
Virgibacillus_alimentarius,-0.586136113,2.377013759,0.27080423,-1.111068423,-0.461804128,-1.210746931,-0.369026384
Weeksella_virosa,-0.2430219,NaN,NaN,-0.014389013,-1.222929902,-1.313168113,-1.301111292
Wenxinia_marina_DSM_24838,NaN,0.270801945,0.183006892,-1.383488988,0.358711569,1.556897879,0.540698538
Wohlfahrtiimonas_chitiniclastica,1.771461021,0.270801945,-0.144735685,-1.813336747,-1.329142089,-0.683686434,-1.608181718
Xylanimonas_cellulosilytica,0.298372161,NaN,-0.622305635,-1.241078767,0.134817694,1.74766141,0.149242746
Zavarzinella_formosa,2.022756148,-1.674495318,-1.32307381,-0.014389013,2.651830313,0.537156329,2.675727769
